Client: 0, nsmp=100, del=25000
Sample 41, client 2, delivery time: 70
Sample 42, client 2, delivery time: 81
Sample 43, client 2, delivery time: 82
Sample 44, client 2, delivery time: 124
Sample 45, client 2, delivery time: 133
Sample 46, client 2, delivery time: 69
Sample 47, client 2, delivery time: 120
Sample 48, client 2, delivery time: 128
Sample 49, client 2, delivery time: 159
Sample 50, client 2, delivery time: 70
Sample 51, client 2, delivery time: 83
Sample 52, client 26, client 1, delivery time: 19
Sample 27, client 1, delivery time: 18
Sample 28, client 1, delivery time: 21
Sample 29, client 1, delivery time: 18
Sample 30, client 1, delivery time: 20
Sample 31, client 1, delivery time: 20
Sample 32, client 1, delivery time: 18
Sample 33, client 1, delivery time: 20
Sample 34, client 1, delivery time: 18
Sample 35, client 1, delivery time: 18
Sample 36, client 1, delivery time: 20
Sample 37, client 1, delivery time: 18
Sample 38, client 1, delivery time: 18
Sample 39, client 1, delivery time: 20
Sample 40, client 1, delivery time: 17
Sample 41, client 1, delivery time: 20
Sample 42, client 1, delivery time: 18
Sample 43, client 1, delivery time: 18
Sample 44, client 1, delivery time: 73
Sample 45, client 1, delivery time: 85
Sample 46, client 1, delivery time: 120
Sample 47, client 1, delivery time: 68
Sample 48, client 1, delivery time: 80
Sample 49, client 1, delivery time: 112
Sample 50, client 1, delivery time: 122
Sample 51, client 1, delivery time: 131
Sample 52, client 
Sample 53, client 0, delivery time: 112
Sample 54, client 0, delivery time: 149
Sample 55, client 0, delivery time: 133
Sample 56, client 0, delivery time: 135
Sample 57, client 0, delivery time: 69
Sample 58, client 0, delivery time: 80
Sample 59, client 0, delivery time: 99
Sample 60, client 0, delivery time: 118
Sample 61, client 0, delivery time: 133
Sample 62, client 0, delivery time: 68
Sample 63, client 0, delivery time: 78
Sample 64, client 0, delivery time: 123
Sample 65, client 0, delivery time: 136
Sample 66, client 0, delivery time: 136
Sample 67, client 0, delivery time: 20
Sample 68, client 0, delivery time: 19
Sample 69, client 0, delivery time: 19
Sample 70, client 0, delivery time: 69
Sample 71, client 0, delivery time: 81
Sample 72, client 0, delivery time: 121
Sample 73, client 0, delivery time: 137
Sample 74, client 0, delivery time: 20
Sample 75, client 0, delivery time: 18
Sample 76, client 0, delivery time: 20
Sample 77, client 0, delivery time: 19
Sample 78, client 0, delivery time: 181, delivery time: 212
Sample 53, client 1, delivery time: 71
Sample 54, client 1, delivery time: 79
Sample 55, client 1, delivery time: 84
Sample 56, client 1, delivery time: 79
Sample 57, client 1, delivery time: 119
Sample 58, client 1, delivery time: 135
Sample 59, client 1, delivery time: 147
Sample 60, client 1, delivery time: 69
Sample 61, client 1, delivery time: 78
Sample 62, client 1, delivery time: 118
Sample 63, client 1, delivery time: 134
Sample 64, client 1, delivery time: 18
Sample 65, client 1, delivery time: 19
Sample 66, client 1, delivery time: 19
Sample 67, client 1, delivery time: 71
Sample 68, client 1, delivery time: 80
Sample 69, client 1, delivery time: 82
Sample 70, client 1, delivery time: 121
Sample 71, client 1, delivery time: 136
Sample 72, client 1, delivery time: 18
Sample 73, client 1, delivery time: 18
Sample 74, client 1, delivery time: 71
Sample 75, client 1, delivery time: 83
Sample 76, client 1, delivery time: 120
Sample 77, client 1, delivery time: 70
Sample 78, client 1, delivery time: 2, delivery time: 125
Sample 53, client 2, delivery time: 23
Sample 54, client 2, delivery time: 19
Sample 55, client 2, delivery time: 20
Sample 56, client 2, delivery time: 19
Sample 57, client 2, delivery time: 20
Sample 58, client 2, delivery time: 18
Sample 59, client 2, delivery time: 19
Sample 60, client 2, delivery time: 21
Sample 61, client 2, delivery time: 19
Sample 62, client 2, delivery time: 20
Sample 63, client 2, delivery time: 19
Sample 64, client 2, delivery time: 72
Sample 65, client 2, delivery time: 80
Sample 66, client 2, delivery time: 80
Sample 67, client 2, delivery time: 122
Sample 68, client 2, delivery time: 137
Sample 69, client 2, delivery time: 153
Sample 70, client 2, delivery time: 19
Sample 71, client 2, delivery time: 18
Sample 72, client 2, delivery time: 71
Sample 73, client 2, delivery time: 82
Sample 74, client 2, delivery time: 123
Sample 75, client 2, delivery time: 139
Sample 76, client 2, delivery time: 69
Sample 77, client 2, delivery time: 122
Sample 78, client 2, delivery time: 
Sample 79, client 0, delivery time: 109
Sample 80, client 0, delivery time: 69
Sample 81, client 0, delivery time: 82
Sample 82, client 0, delivery time: 81
Sample 83, client 0, delivery time: 121
Sample 84, client 0, delivery time: 19
Sample 85, client 0, delivery time: 18
Sample 86, client 0, delivery time: 19
Sample 87, client 0, delivery time: 19
Sample 88, client 0, delivery time: 18
Sample 89, client 0, delivery time: 19
Sample 90, client 0, delivery time: 71
Sample 91, client 0, delivery time: 82
Sample 92, client 0, delivery time: 119
Sample 93, client 0, delivery time: 131
Sample 94, client 0, delivery time: 171
Sample 95, client 0, delivery time: 111
Sample 96, client 0, delivery time: 140
Sample 97, client 0, delivery time: 159
Sample 98, client 0, delivery time: 68
Sample 99, client 0, delivery time: 81
96
Sample 79, client 1, delivery time: 22
Sample 80, client 1, delivery time: 20
Sample 81, client 1, delivery time: 19
Sample 82, client 1, delivery time: 17
Sample 83, client 1, delivery time: 70
Sample 84, client 1, delivery time: 120
Sample 85, client 1, delivery time: 129
Sample 86, client 1, delivery time: 136
Sample 87, client 1, delivery time: 69
Sample 88, client 1, delivery time: 80
Sample 89, client 1, delivery time: 83
Sample 90, client 1, delivery time: 122
Sample 91, client 1, delivery time: 129
Sample 92, client 1, delivery time: 69
Sample 93, client 1, delivery time: 84
Sample 94, client 1, delivery time: 97
Sample 95, client 1, delivery time: 20
Sample 96, client 1, delivery time: 18
Sample 97, client 1, delivery time: 18
Sample 98, client 1, delivery time: 19
Sample 99, client 1, delivery time: 18
139
Sample 79, client 2, delivery time: 69
Sample 80, client 2, delivery time: 120
Sample 81, client 2, delivery time: 137
Sample 82, client 2, delivery time: 136
Sample 83, client 2, delivery time: 19
Sample 84, client 2, delivery time: 68
Sample 85, client 2, delivery time: 82
Sample 86, client 2, delivery time: 80
Sample 87, client 2, delivery time: 121
Sample 88, client 2, delivery time: 128
Sample 89, client 2, delivery time: 138
Sample 90, client 2, delivery time: 18
Sample 91, client 2, delivery time: 18
Sample 92, client 2, delivery time: 19
Sample 93, client 2, delivery time: 18
Sample 94, client 2, delivery time: 18
Sample 95, client 2, delivery time: 69
Sample 96, client 2, delivery time: 84
Sample 97, client 2, delivery time: 101
Sample 98, client 2, delivery time: 119
Sample 99, client 2, delivery time: 137
waiting for children
