Client: 2, nsmp=100, del=125000
Sample 60, client 2, delivery time: 8
Sample 61, client 2, delivery time: 1
Sample 62, client 2, delivery time: 150
Sample 63, client 2, delivery time: 4
Sample 64, client 2, delivery time: 2
Sample 65, client 2, delivery time: 27
Sample 66, client 2, delivery time: 1
Sample 67, client 2, delivery time: 1
Sample 68, client 2, delivery time: 88
Sample 69, client 2, delivery time: 2
Sample 70, client 2, delivery time: 2
Sample 71, client 2, delivery time: 0
Sample 72, client 2, delivery time: 5
Sample 73, client 2, delivery time: 9
Sample 74, client 2, delivery time: 7
Sample 75, client 2, delivery time: 36
Sample 76, client 2, delivery time: 5
Sample 77, client 2, delivery time: 2
Sample 78, client 2, delivery time: 56
Sample 79, client 2, delivery time: 10
Sample 80, client 2, delivery time: 2
Sample 81, client 2, delivery time: 2
Sample 82, client 2, delivery time: 5
Sample 83, client 2, delivery time: 14
Sample 84, client 2, delivery time: 86
Sample 85, client 2, delivery time: 2
Sample 86, client 2, delivery time: 59
Sample 87, client 2, delivery time: 5
Sample 88, client 2, delivery time: 2
Sample 89, client 2, delivery time: 3
Sample 90, client 2, delivery time: 1
Sample 91, client 2, delivery time: 1
Sample 92, client 2, delivery time: 1
Sample 93, client 2, delivery time: 7
Sample 94, client 2, delivery time: 30
Sample 95, client 2, delivery time: 5
Sample 96, client 2, delivery time: 8
Sample 97, client 2, delivery time: 1
Sample 98, client 2, delivery time: 1
Sample 99, client 2, delivery time: 25
Client: 0, nsmp=100, del=125000
Sample 0, client 0, delivery time: 104
Sample 1, client 0, delivery time: 3
Sample 2, client 0, delivery time: 5
Sample 3, client 0, delivery time: 2
Sample 4, client 0, delivery time: 8
Sample 5, client 0, delivery time: 1
Sample 6, client 0, delivery time: 3
Sample 7, client 0, delivery time: 187
Sample 8, client 0, delivery time: 27
Sample 9, client 0, delivery time: 1
Sample 10, client 0, delivery time: 3
Sample 11, client 0, delivery time: 0
Sample 12, client 0, delivery time: 2
Sample 13, client 0, delivery time: 0
Sample 14, client 0, delivery time: 8
Sample 15, client 0, delivery time: 1
Sample 16, client 0, delivery time: 3
Sample 17, client 0, delivery time: 5
Sample 18, client 0, delivery time: 7
Sample 19, client 0, delivery time: 61
Sample 20, client 0, delivery time: 1
Sample 21, client 0, delivery time: 13
Sample 22, client 0, delivery time: 247
Sample 23, client 0, delivery time: 0
Sample 24, client 0, delivery time: 63
Sample 25, client 0, delivery time: 1
Sample 26, client 0, delivery time: 20
Sample 27, client 0, delivery time: 1
Sample 28, client 0, delivery time: 2
Sample 29, client 0, delivery time: 1
Sample 30, client 0, delivery time: 4
Sample 31, client 0, delivery time: 15
Sample 32, client 0, delivery time: 4
Sample 33, client 0, delivery time: 3
Sample 34, client 0, delivery time: 57
Sample 35, client 0, delivery time: 11
Sample 36, client 0, delivery time: 1
Sample 37, client 0, delivery time: 5
Sample 38, client 0, delivery time: 6
Sample 39, client 0, delivery time: 1
Sample 40, client 0, delivery time: 4
Sample 41, client 0, delivery time: 47
Sample 42, client 0, delivery time: 1
Sample 43, client 0, delivery time: 1
Sample 44, client 0, delivery time: 2
Sample 45, client 0, delivery time: 15
Sample 46, client 0, delivery time: 3
Sample 47, client 0, delivery time: 10
Sample 48, client 0, delivery time: 1
Sample 49, client 0, delivery time: 161
Sample 50, client 0, delivery time: 1
Sample 51, client 0, delivery time: 130
Sample 52, client 0, delivery time: 2
Sample 53, client 0, delivery time: 4
Sample 54, client 0, delivery time: 1
Sample 55, client 0, delivery time: 2
Sample 56, client 0, delivery time: 4
Sample 57, client 0, delivery time: 5
Sample 58, client 0, delivery time: 2
Sample 59, client 0, delivery time: 32
Sample 60, client 0, delivery time: 1
Sample 61, client 0, delivery time: 31
Sample 62, client 0, delivery time: 10
Sample 63, client 0, delivery time: 2
Sample 64, client 0, delivery time: 3
Sample 65, client 0, delivery time: 1
Sample 66, client 0, delivery time: 2
Sample 67, client 0, delivery time: 7
Sample 68, client 0, delivery time: 23
Sample 69, client 0, delivery time: 3
Sample 70, client 0, delivery time: 1
Sample 71, client 0, delivery time: 56
Sample 72, client 0, delivery time: 7
Sample 73, client 0, delivery time: 6
Sample 74, client 0, delivery time: 2
Sample 75, client 0, delivery time: 191
Sample 76, client 0, delivery time: 1
Sample 77, client 0, delivery time: 1
Sample 78, client 0, delivery time: 95
Sample 79, client 0, delivery time: 9
Sample 80, client 0, delivery time: 1
Sample 81, client 0, delivery time: 8
Sample 82, client 0, delivery time: 1
Sample 83, client 0, delivery time: 5
Sample 84, client 0, delivery time: 110
Sample 85, client 0, delivery time: 31
Sample 86, client 0, delivery time: 1
Sample 87, client 0, delivery time: 1
Sample 88, client 0, delivery time: 1
Sample 89, client 0, delivery time: 1
Sample 90, client 0, delivery time: 98
Sample 91, client 0, delivery time: 1
Sample 92, client 0, delivery time: 114
Sample 93, client 0, delivery time: 0
Sample 94, client 0, delivery time: 1
Sample 95, client 0, delivery time: 2
Sample 96, client 0, delivery time: 24
Sample 97, client 0, delivery time: 13
Sample 98, client 0, delivery time: 2
Sample 99, client 0, delivery time: 1
Client: 1, nsmp=100, del=125000
Sample 0, client 1, delivery time: 32
Sample 1, client 1, delivery time: 1
Sample 2, client 1, delivery time: 2
Sample 3, client 1, delivery time: 1
Sample 4, client 1, delivery time: 2
Sample 5, client 1, delivery time: 5
Sample 6, client 1, delivery time: 2
Sample 7, client 1, delivery time: 75
Sample 8, client 1, delivery time: 4
Sample 9, client 1, delivery time: 5
Sample 10, client 1, delivery time: 1
Sample 11, client 1, delivery time: 14
Sample 12, client 1, delivery time: 1
Sample 13, client 1, delivery time: 140
Sample 14, client 1, delivery time: 2
Sample 15, client 1, delivery time: 17
Sample 16, client 1, delivery time: 1
Sample 17, client 1, delivery time: 1
Sample 18, client 1, delivery time: 3
Sample 19, client 1, delivery time: 1
Sample 20, client 1, delivery time: 8
Sample 21, client 1, delivery time: 2
Sample 22, client 1, delivery time: 74
Sample 23, client 1, delivery time: 72
Sample 24, client 1, delivery time: 150
Sample 25, client 1, delivery time: 4
Sample 26, client 1, delivery time: 87
Sample 27, client 1, delivery time: 3
Sample 28, client 1, delivery time: 140
Sample 29, client 1, delivery time: 10
Sample 30, client 1, delivery time: 1
Sample 31, client 1, delivery time: 88
Sample 32, client 1, delivery time: 2
Sample 33, client 1, delivery time: 4
Sample 34, client 1, delivery time: 5
Sample 35, client 1, delivery time: 0
Sample 36, client 1, delivery time: 2
Sample 37, client 1, delivery time: 15
Sample 38, client 1, delivery time: 2
Sample 39, client 1, delivery time: 3
Sample 40, client 1, delivery time: 17
Sample 41, client 1, delivery time: 18
Sample 42, client 1, delivery time: 7
Sample 43, client 1, delivery time: 1
Sample 44, client 1, delivery time: 6
Sample 45, client 1, delivery time: 6
Sample 46, client 1, delivery time: 24
Sample 47, client 1, delivery time: 1
Sample 48, client 1, delivery time: 13
Sample 49, client 1, delivery time: 52
Sample 50, client 1, delivery time: 9
Sample 51, client 1, delivery time: 15
Sample 52, client 1, delivery time: 1
Sample 53, client 1, delivery time: 15
Sample 54, client 1, delivery time: 69
Sample 55, client 1, delivery time: 3
Sample 56, client 1, delivery time: 1
Sample 57, client 1, delivery time: 1
Sample 58, client 1, delivery time: 37
Sample 59, client 1, delivery time: 70
Sample 60, client 1, delivery time: 2
Sample 61, client 1, delivery time: 50
Sample 62, client 1, delivery time: 1
Sample 63, client 1, delivery time: 1
Sample 64, client 1, delivery time: 4
Sample 65, client 1, delivery time: 50
Sample 66, client 1, delivery time: 58
Sample 67, client 1, delivery time: 114
Sample 68, client 1, delivery time: 107
Sample 69, client 1, delivery time: 4
Sample 70, client 1, delivery time: 4
Sample 71, client 1, delivery time: 4
Sample 72, client 1, delivery time: 0
Sample 73, client 1, delivery time: 1
Sample 74, client 1, delivery time: 1
Sample 75, client 1, delivery time: 1
Sample 76, client 1, delivery time: 2
Sample 77, client 1, delivery time: 3
Sample 78, client 1, delivery time: 21
Sample 79, client 1, delivery time: 4
Sample 80, client 1, delivery time: 9
Sample 81, client 1, delivery time: 2
Sample 82, client 1, delivery time: 51
Sample 83, client 1, delivery time: 1
Sample 84, client 1, delivery time: 7
Sample 85, client 1, delivery time: 62
Sample 86, client 1, delivery time: 6
Sample 87, client 1, delivery time: 14
Sample 88, client 1, delivery time: 5
Sample 89, client 1, delivery time: 10
Sample 90, client 1, delivery time: 54
Sample 91, client 1, delivery time: 3
Sample 92, client 1, delivery time: 4
Sample 93, client 1, delivery time: 2
Sample 94, client 1, delivery time: 6
Sample 95, client 1, delivery time: 635
Sample 96, client 1, delivery time: 1
Sample 97, client 1, delivery time: 15
Sample 98, client 1, delivery time: 5
Sample 99, client 1, delivery time: 6
waiting for children
